--- NEW ENTRY ---
F001::Formula:: 0 :: Ti Cl2
F002::Number of Atoms:: 0 :: 3
F003::Metal:: 0 :: Ti
F004::Metal Oxidation State:: 0 :: 2
F005::Formal Occupation of d orbitals:: 0 :: 2
F006::Spin Multiplicity:: 0 :: 1
F007::Coordination Number:: 0 :: 2
F008::Compute Method:: 0 :: TPSSH
F009::Basis Set/Force Field:: 0 :: TZVP
F010::Equilibrium Geometry Name:: 0 :: angular
F011::Equilibrium Geometry:: 3
   1   Ti  +0.028243  +0.000000  +0.208143
   2   Cl  +0.034439  +0.000000  +2.406987
   3   Cl  +1.842574  +0.000000  -1.029930
F012::Total Charge ::0 ::  0.00
F013::E(HOMO) ::0 ::      -1.63023000e-01
F014::E(LUMO) ::0 ::      -1.32636000e-01
F015::HOMO-LUMO Gap (eV) ::0 ::             0.826861
F016::Electronic Contrib. to Dipole Moment ::1 
   -2.370850e+00     0.000000e+00    -1.255510e+00 
F017::Nuclear Contrib. to Dipole Moment ::1 
    9.942200e-01     0.000000e+00     5.246900e-01 
F018::Total Dipole Moment ::1 
   -1.376630e+00     0.000000e+00    -7.308100e-01 
F019::Dipole Moment Magnitude (Debye)::0 ::         3.961620e+00
F020::Molecular Weight ::0 ::   118.767000
F030::Electronic Contrib. to Quadrupole Tensor ::1 
 -1.669929e+02  -3.366043e+01  -4.033085e+02  -1.000000e-05   1.717845e+02  -0.000000e+00 
F031::Nuclear Contrib. to Quadrupole Tensor ::1 
  1.387784e+02   0.000000e+00   3.695666e+02   0.000000e+00  -1.677655e+02   0.000000e+00 
F032::Quadrupole Tensor ::1 
 -2.821450e+01  -3.366043e+01  -3.374182e+01  -1.000000e-05   4.019050e+00  -0.000000e+00 
F033::Diagonalized Quadrupole Tensor ::1 
 -3.585572e+01  -3.366043e+01  -2.610060e+01 
F034::Isotropic Quadrupole ::0::        -3.187225e+01 
F035::Isotropic Polarizability ::0::         7.611890e+01 
F036::Polarizability Tensor ::1 
  6.629366e+01   8.296353e+01   7.909950e+01   3.000000e-05  -9.176060e+00  -4.300000e-04 
F037::Diagonalized Polarizability Tensor ::1 
  6.150741e+01   8.296353e+01   8.388575e+01 
F050::IR Spectrum:: 3
   1  478.2  146.96
   2  393.3   46.43
   3   80.2    3.56
F051::Thermochemistry - Electronic Energy:: 0:: -1769.99800102
F052::Thermochemistry - Internal Energy (U):: 13
    0.00       -1769.99583263
   50.00       -1769.99531725
  100.00       -1769.99470577
  150.00       -1769.99402752
  200.00       -1769.99327987
  250.00       -1769.99247817
  273.15       -1769.99209337
  298.15       -1769.99167027
  300.00       -1769.99163868
  350.00       -1769.99077313
  400.00       -1769.98988928
  450.00       -1769.98899229
  500.00       -1769.98808559
F053::Thermochemistry - Enthalpy (H):: 13
    0.00       -1769.99583262
   50.00       -1769.99515890
  100.00       -1769.99438908
  150.00       -1769.99355249
  200.00       -1769.99264649
  250.00       -1769.99168645
  273.15       -1769.99122833
  298.15       -1769.99072606
  300.00       -1769.99068862
  350.00       -1769.98966472
  400.00       -1769.98862253
  450.00       -1769.98756718
  500.00       -1769.98650214
F054::Thermochemistry - Gibbs Energy (G):: 13
    0.00       -1769.99583255
   50.00       -1769.99923691
  100.00       -1770.00356234
  150.00       -1770.00826916
  200.00       -1770.01324994
  250.00       -1770.01845119
  273.15       -1770.02092384
  298.15       -1770.02363543
  300.00       -1770.02383772
  350.00       -1770.02938381
  400.00       -1770.03506973
  450.00       -1770.04087991
  500.00       -1770.04680177
F100::AIM Atomic Charges - Q(A):: 3
    1  +1.245
    2  -0.623
    3  -0.622
F101::AIM Atomic Hamilt. Kinetic Energy  - K(A):: 3
    1    +8.4777411538e+02
    2    +4.5970531001e+02
    3    +4.5970760965e+02
F102::AIM Approximation to Virial-Based Total Energy of Atom - Ks(A):: 3
    1    -8.4912257641e+02
    2    -4.6043651268e+02
    3    -4.6043881598e+02
